c,E,mu
0.0,-2.90258036716265,1.50790990166967
0.45454545454545453,-2.908556452982014,1.27072459098211
0.9090909090909091,-2.9143498735534803,1.24604525705297
1.3636363636363635,-2.920058876082666,1.23463510591934
1.8181818181818181,-2.925762413370308,1.23319548676857
2.2727272727272725,-2.931583602918832,1.22939218967732
2.727272727272727,-2.9375463983139025,1.23855144169875
3.1818181818181817,-2.9436019593339924,1.23933413716491
