c,E,mu
0.0,-2.900460230935234,1.5176356306562
0.45454545454545453,-2.9066017902116172,1.28192712821085
0.9090909090909091,-2.912496768707974,1.25601340418841
1.3636363636363635,-2.9183196480900087,1.24540402957456
1.8181818181818181,-2.92409643267901,1.24385749245294
2.2727272727272725,-2.9298929816278605,1.23620031424667
2.727272727272727,-2.9356245847253337,1.2351471094706
3.1818181818181817,-2.9413812585108525,1.23698670887865
