c,E,mu
0.0,-2.900465118090395,1.52060914068425
0.45454545454545453,-2.9063938919299335,1.23638381932274
0.9090909090909091,-2.912045135226248,1.19114513925983
1.3636363636363635,-2.9174681349911,1.1554410554925
1.8181818181818181,-2.922670098186271,1.13214500799914
2.2727272727272725,-2.9278255139112797,1.11319992826171
2.727272727272727,-2.9329211701289712,1.09879166065585
3.1818181818181817,-2.937940164728374,1.08449424987126
